过账日期,工厂编码,物料编码,物料品牌,物料类型,物料品类,库存量
2019-04-24,2015,1021,5000,3002,4006,2.97
2019-04-24,2015,1022,5000,3002,4008,0.75
2019-04-24,2015,1023,5000,3002,4013,2.05
2019-04-24,2015,1027,5001,3002,4014,0.3200000000000001
2019-04-24,2015,1037,5001,3002,4002,34.410000000000004
2019-04-24,2015,1045,5001,3002,4008,9.829999999999997
2019-04-24,2015,1052,5001,3002,4013,19.280000000000005
2019-04-24,2015,1053,5001,3002,4006,6.540000000000001
2019-04-24,2015,1054,5001,3002,4010,430.44999999999993
2019-04-24,2015,1061,5007,3002,4005,72.82000000000002
2019-04-24,2015,1072,5010,3002,4014,2.6499999999999964
2019-04-24,2015,1073,5010,3002,4006,41.06000000000004
2019-04-24,2015,1074,5010,3002,4010,757.8699999999997
2019-04-24,2015,1075,5010,3002,4009,22.120000000000005
2019-04-24,2015,1076,5010,3002,4008,5.979999999999999
2019-04-24,2015,1077,5010,3002,4002,44.7
2019-04-24,2015,1078,5010,3002,4006,114.91
2019-04-24,2015,1080,5010,3002,4014,8.359999999999994
2019-04-24,2015,1081,5010,3002,4006,17.559999999999995
2019-04-24,2015,1082,5010,3002,4008,19.379999999999992
2019-04-24,2015,1083,5010,3002,4008,34.990000000000016
2019-04-24,2015,1085,5010,3002,4014,0.25
2019-04-24,2015,1086,5010,3002,4014,0.9000000000000002
2019-04-24,2015,1088,5010,3002,4013,48.12000000000001
2019-04-24,2015,1089,5010,3002,4013,100.53
2019-04-24,2015,1090,5010,3002,4006,15.649999999999983
2019-04-24,2015,1091,5010,3002,4010,1114.6099999999994
2019-04-24,2015,1114,5001,3004,4020,0.14
2019-04-24,2015,1117,5001,3004,4020,0.06
2019-05-24,2000,1001,5000,3002,4006,2.7
2019-05-24,2000,1003,5000,3002,4005,24.07000000000001
2019-05-24,2000,1006,5000,3002,4009,4.72
2019-05-24,2000,1010,5000,3002,4013,0.74
2019-05-24,2000,1014,5000,3002,4008,0.31999999999999995
2019-05-24,2000,1020,5000,3002,4006,0.44
2019-05-24,2000,1021,5000,3002,4006,1.19
2019-05-24,2000,1027,5001,3002,4014,3.239999999999999
2019-05-24,2000,1029,5001,3002,4006,10.749999999999995
2019-05-24,2000,1031,5001,3002,4010,521.9500000000002
2019-05-24,2000,1033,5001,3002,4002,20.59
2019-05-24,2000,1034,5001,3002,4009,121.22000000000004
2019-05-24,2000,1035,5001,3002,4008,9.109999999999996
2019-05-24,2000,1037,5001,3002,4002,229.21000000000006
2019-05-24,2000,1038,5001,3002,4006,159.75999999999996
2019-05-24,2000,1040,5001,3002,4014,10.62
2019-05-24,2000,1042,5001,3002,4006,26.28000000000002
2019-05-24,2000,1044,5001,3002,4008,52.199999999999974
2019-05-24,2000,1045,5001,3002,4008,7.719999999999998
2019-05-24,2000,1048,5001,3002,4014,0.05
2019-05-24,2000,1049,5001,3002,4014,0.15999999999999998
2019-05-24,2000,1051,5001,3002,4013,164.82
2019-05-24,2000,1052,5001,3002,4013,32.410000000000004
2019-05-24,2000,1053,5001,3002,4006,4.739999999999998
2019-05-24,2000,1054,5001,3002,4010,1162.8100000000004
2019-05-24,2000,1061,5007,3002,4005,11.36
2019-05-24,2000,1067,5008,3002,4013,3.9400000000000013
2019-05-24,2000,1074,5010,3002,4010,95.82
2019-05-24,2000,1077,5010,3002,4002,40.73
2019-05-24,2000,1089,5010,3002,4013,0.03
2019-05-24,2000,1091,5010,3002,4010,208.24000000000007
2019-05-24,2000,1143,5010,3003,4011,165.56000000000014
2019-05-24,2000,1144,5010,3003,4000,280.6
2019-05-24,2000,1145,5010,3003,4000,320.0399999999998
2019-05-24,2000,1146,5010,3003,4000,52.58000000000001
2019-05-24,2000,1153,5010,3003,4000,6.010000000000002
2019-05-24,2000,1154,5010,3003,4022,27.359999999999985
2019-05-24,2000,1156,5010,3003,4023,55.78
2019-05-24,2000,1160,5001,3003,4001,41.47
2019-05-24,2000,1184,5010,3003,4012,187.28000000000014
2019-05-24,2000,1186,5010,3003,4001,495.0
2019-05-24,2000,1193,5001,3000,4017,0.4900000000000001
2019-05-24,2000,1194,5001,3000,4017,0.4400000000000001
2019-05-24,2000,1200,5001,3000,4016,0.04
2019-05-24,2000,1205,5001,3000,4015,0.18
2019-05-24,2000,1208,5001,3000,4016,26.17
2019-05-24,2000,1210,5001,3000,4016,53.76
2019-05-24,2000,1214,5001,3000,4016,6.849999999999998
2019-05-24,2000,1218,5001,3000,4016,2.65
2019-05-24,2000,1222,5001,3000,4016,23.23
2019-05-24,2000,1238,5010,3000,4016,0.36
2019-05-24,2000,1239,5010,3000,4016,4.94
2019-05-24,2000,1240,5010,3000,4016,2.1100000000000008
2019-05-24,2000,1241,5010,3000,4016,5.709999999999999
2019-05-24,2000,1272,5012,3000,4016,0.21
2019-05-24,2001,1000,5000,3002,4014,1.4800000000000004
2019-05-24,2001,1001,5000,3002,4006,13.660000000000002
2019-05-24,2001,1003,5000,3002,4005,321.92
2019-05-24,2001,1006,5000,3002,4009,26.079999999999995
2019-05-24,2001,1010,5000,3002,4013,20.65
2019-05-24,2001,1012,5000,3002,4008,6.83
2019-05-24,2001,1016,5000,3002,4013,0.8599999999999999
2019-05-24,2001,1019,5000,3002,4014,3.78
2019-05-24,2001,1020,5000,3002,4006,29.56999999999999
2019-05-24,2001,1021,5000,3002,4006,12.03
2019-05-24,2001,1022,5000,3002,4008,3.89
2019-05-24,2001,1023,5000,3002,4013,3.18
2019-05-24,2001,1027,5001,3002,4014,1.4800000000000006
2019-05-24,2001,1029,5001,3002,4006,11.27
2019-05-24,2001,1031,5001,3002,4010,70.07999999999998
2019-05-24,2001,1034,5001,3002,4009,68.28000000000003
2019-05-24,2001,1036,5001,3002,4007,0.21
2019-05-24,2001,1037,5001,3002,4002,55.05999999999998
2019-05-24,2001,1038,5001,3002,4006,37.93000000000002
2019-05-24,2001,1040,5001,3002,4014,2.94
2019-05-24,2001,1041,5001,3002,4014,2.5900000000000003
2019-05-24,2001,1044,5001,3002,4008,17.03
2019-05-24,2001,1045,5001,3002,4008,5.899999999999998
2019-05-24,2001,1048,5001,3002,4014,0.07
2019-05-24,2001,1049,5001,3002,4014,0.9100000000000004
2019-05-24,2001,1051,5001,3002,4013,37.970000000000034
2019-05-24,2001,1052,5001,3002,4013,13.55
2019-05-24,2001,1053,5001,3002,4006,7.119999999999997
2019-05-24,2001,1054,5001,3002,4010,467.11000000000007
2019-05-24,2001,1083,5010,3002,4008,0.96
2019-05-24,2001,1089,5010,3002,4013,2.08
2019-05-24,2001,1091,5010,3002,4010,74.27000000000002
2019-05-24,2001,1096,5001,3001,4003,10.02
2019-05-24,2001,1112,5001,3004,4019,0.19
2019-05-24,2001,1113,5001,3004,4021,2.52
2019-05-24,2001,1114,5001,3004,4020,1.5
2019-05-24,2001,1115,5001,3004,4021,0.45
2019-05-24,2001,1116,5001,3004,4019,1.2
2019-05-24,2001,1117,5001,3004,4020,0.09
2019-05-24,2001,1118,5001,3004,4021,3.6
2019-05-24,2001,1119,5001,3004,4020,0.36
2019-05-24,2001,1120,5001,3004,4020,0.7400000000000001
2019-05-24,2001,1121,5001,3004,4020,1.4500000000000002
2019-05-24,2001,1157,5001,3003,4012,18.849999999999994
2019-05-24,2001,1159,5001,3003,4001,385.84000000000015
2019-05-24,2001,1166,5001,3003,4023,36.26000000000001
2019-05-24,2001,1169,5001,3003,4023,46.64
2019-05-24,2001,1170,5001,3003,4023,8.410000000000002
2019-05-24,2001,1171,5001,3003,4023,293.50999999999993
2019-05-24,2001,1172,5001,3003,4023,10.66
2019-05-24,2001,1193,5001,3000,4017,0.12
2019-05-24,2001,1207,5001,3000,4016,2.85
2019-05-24,2001,1208,5001,3000,4016,3.53
2019-05-24,2001,1210,5001,3000,4016,3.0900000000000003
2019-05-24,2001,1218,5001,3000,4016,0.37
2019-05-24,2002,1000,5000,3002,4014,0.07
2019-05-24,2002,1001,5000,3002,4006,13.77
2019-05-24,2002,1003,5000,3002,4005,12.099999999999998
2019-05-24,2002,1007,5000,3002,4009,5.71
2019-05-24,2002,1010,5000,3002,4013,1.96
2019-05-24,2002,1012,5000,3002,4008,0.56
2019-05-24,2002,1024,5000,3002,4007,0.3700000000000001
2019-05-24,2002,1027,5001,3002,4014,0.8700000000000001
2019-05-24,2002,1029,5001,3002,4006,18.54
2019-05-24,2002,1031,5001,3002,4010,119.84
2019-05-24,2002,1033,5001,3002,4002,27.15
2019-05-24,2002,1034,5001,3002,4009,58.829999999999984
2019-05-24,2002,1035,5001,3002,4008,6.9499999999999975
2019-05-24,2002,1037,5001,3002,4002,146.61000000000004
2019-05-24,2002,1038,5001,3002,4006,78.64000000000004
2019-05-24,2002,1040,5001,3002,4014,5.5799999999999965
2019-05-24,2002,1042,5001,3002,4006,33.44000000000001
2019-05-24,2002,1044,5001,3002,4008,21.340000000000007
2019-05-24,2002,1045,5001,3002,4008,20.96
2019-05-24,2002,1046,5001,3002,4009,2.5700000000000003
2019-05-24,2002,1047,5001,3002,4009,27.61999999999999
2019-05-24,2002,1048,5001,3002,4014,0.9700000000000004
2019-05-24,2002,1049,5001,3002,4014,1.97
2019-05-24,2002,1050,5001,3002,4010,18.800000000000004
2019-05-24,2002,1051,5001,3002,4013,31.899999999999984
2019-05-24,2002,1052,5001,3002,4013,47.83999999999996
2019-05-24,2002,1053,5001,3002,4006,32.6
2019-05-24,2002,1054,5001,3002,4010,542.3999999999995
2019-05-24,2002,1060,5007,3002,4006,0.15
2019-05-24,2002,1061,5007,3002,4005,75.25
2019-05-24,2002,1063,5007,3002,4008,0.22
2019-05-24,2002,1066,5007,3002,4013,1.61
2019-05-24,2002,1067,5008,3002,4013,3.82
2019-05-24,2002,1077,5010,3002,4002,22.86
2019-05-24,2002,1083,5010,3002,4008,4.01
2019-05-24,2002,1089,5010,3002,4013,20.079999999999995
2019-05-24,2002,1090,5010,3002,4006,4.0
2019-05-24,2002,1091,5010,3002,4010,234.78999999999994
2019-05-24,2002,1157,5001,3003,4012,13.449999999999998
2019-05-24,2002,1167,5001,3003,4023,2.3
2019-05-24,2002,1186,5010,3003,4001,97.86
2019-05-24,2002,1191,5010,3003,4023,32.17999999999999
2019-05-24,2003,1027,5001,3002,4014,5.629999999999999
2019-05-24,2003,1029,5001,3002,4006,28.840000000000003
2019-05-24,2003,1031,5001,3002,4010,66.85999999999999
2019-05-24,2003,1034,5001,3002,4009,19.200000000000006
2019-05-24,2003,1037,5001,3002,4002,198.03
2019-05-24,2003,1038,5001,3002,4006,38.68
2019-05-24,2003,1039,5001,3002,4005,16.310000000000002
2019-05-24,2003,1040,5001,3002,4014,5.439999999999999
2019-05-24,2003,1042,5001,3002,4006,67.3
2019-05-24,2003,1044,5001,3002,4008,13.239999999999998
2019-05-24,2003,1045,5001,3002,4008,2.0700000000000007
2019-05-24,2003,1046,5001,3002,4009,1.61
2019-05-24,2003,1048,5001,3002,4014,0.5100000000000001
2019-05-24,2003,1049,5001,3002,4014,0.7200000000000001
2019-05-24,2003,1050,5001,3002,4010,102.64
2019-05-24,2003,1051,5001,3002,4013,19.82
2019-05-24,2003,1052,5001,3002,4013,1.27
2019-05-24,2003,1053,5001,3002,4006,45.81000000000002
2019-05-24,2003,1054,5001,3002,4010,621.7500000000002
2019-05-24,2003,1077,5010,3002,4002,11.07
2019-05-24,2003,1091,5010,3002,4010,76.96999999999998
2019-05-24,2003,1103,5001,3001,4018,3.620000000000001
2019-05-24,2003,1104,5001,3001,4018,28.83999999999999
2019-05-24,2003,1114,5001,3004,4020,0.45
2019-05-24,2003,1121,5001,3004,4020,0.18
2019-05-24,2003,1164,5001,3003,4023,9.46
2019-05-24,2003,1166,5001,3003,4023,16.29
2019-05-24,2003,1167,5001,3003,4023,3.3599999999999994
2019-05-24,2003,1168,5001,3003,4023,3.3
2019-05-24,2003,1169,5001,3003,4023,92.85999999999996
2019-05-24,2003,1171,5001,3003,4023,2.43
2019-05-24,2003,1219,5001,3000,4016,0.5800000000000001
2019-05-24,2003,1220,5001,3000,4016,1.09
2019-05-24,2003,1224,5001,3000,4015,24.5
2019-05-24,2003,1225,5001,3000,4015,7.199999999999998
2019-05-24,2003,1226,5001,3000,4015,0.26
2019-05-24,2003,1227,5001,3000,4015,6.3
2019-05-24,2003,1231,5010,3000,4015,6.28
2019-05-24,2003,1232,5010,3000,4015,14.409999999999998
2019-05-24,2003,1233,5010,3000,4015,44.18000000000001
2019-05-24,2003,1234,5010,3000,4015,0.8099999999999999
2019-05-24,2003,1235,5010,3000,4015,5.6800000000000015
2019-05-24,2003,1236,5010,3000,4015,9.409999999999998
2019-05-24,2003,1237,5010,3000,4015,55.91
2019-05-24,2003,1268,5001,3000,4015,8.299999999999999
2019-05-24,2003,1296,5010,3003,4023,12.59
2019-05-24,2004,1000,5000,3002,4014,1.2600000000000002
2019-05-24,2004,1001,5000,3002,4006,6.48
2019-05-24,2004,1003,5000,3002,4005,5.51
2019-05-24,2004,1004,5000,3002,4005,17.889999999999993
2019-05-24,2004,1008,5000,3002,4009,0.99
2019-05-24,2004,1011,5000,3002,4013,2.14
2019-05-24,2004,1013,5000,3002,4008,1.02
2019-05-24,2004,1026,5001,3002,4010,17.609999999999996
2019-05-24,2004,1027,5001,3002,4014,4.4999999999999964
2019-05-24,2004,1029,5001,3002,4006,27.79
2019-05-24,2004,1031,5001,3002,4010,29.84999999999999
2019-05-24,2004,1034,5001,3002,4009,12.76
2019-05-24,2004,1037,5001,3002,4002,185.91000000000008
2019-05-24,2004,1038,5001,3002,4006,37.910000000000025
2019-05-24,2004,1039,5001,3002,4005,18.82
2019-05-24,2004,1040,5001,3002,4014,3.469999999999999
2019-05-24,2004,1041,5001,3002,4014,1.7400000000000002
2019-05-24,2004,1042,5001,3002,4006,14.560000000000004
2019-05-24,2004,1044,5001,3002,4008,20.12
2019-05-24,2004,1045,5001,3002,4008,6.920000000000003
2019-05-24,2004,1046,5001,3002,4009,5.62
2019-05-24,2004,1048,5001,3002,4014,1.1400000000000003
2019-05-24,2004,1049,5001,3002,4014,2.2800000000000007
2019-05-24,2004,1050,5001,3002,4010,71.69000000000003
2019-05-24,2004,1051,5001,3002,4013,24.120000000000005
2019-05-24,2004,1052,5001,3002,4013,19.89
2019-05-24,2004,1053,5001,3002,4006,33.61
2019-05-24,2004,1054,5001,3002,4010,192.83
2019-05-24,2004,1060,5007,3002,4006,3.4800000000000004
2019-05-24,2004,1061,5007,3002,4005,39.06
2019-05-24,2004,1062,5007,3002,4014,0.02
2019-05-24,2004,1063,5007,3002,4008,0.38
2019-05-24,2004,1065,5007,3002,4010,9.45
2019-05-24,2004,1066,5007,3002,4013,0.99
2019-05-24,2004,1077,5010,3002,4002,10.27
2019-05-24,2004,1078,5010,3002,4006,6.670000000000003
2019-05-24,2004,1081,5010,3002,4006,2.34
2019-05-24,2004,1086,5010,3002,4014,0.08
2019-05-24,2004,1090,5010,3002,4006,3.7600000000000007
2019-05-24,2004,1091,5010,3002,4010,7.83
2019-05-24,2004,1097,5001,3001,4003,0.46
2019-05-24,2004,1104,5001,3001,4018,30.300000000000008
2019-05-24,2004,1110,5010,3001,4018,1.37
2019-05-24,2004,1113,5001,3004,4021,1.52
2019-05-24,2004,1114,5001,3004,4020,3.82
2019-05-24,2004,1115,5001,3004,4021,1.4900000000000002
2019-05-24,2004,1116,5001,3004,4019,0.30000000000000004
2019-05-24,2004,1117,5001,3004,4020,0.6300000000000001
2019-05-24,2004,1118,5001,3004,4021,0.73
2019-05-24,2004,1119,5001,3004,4020,1.05
2019-05-24,2004,1120,5001,3004,4020,0.7800000000000001
2019-05-24,2004,1121,5001,3004,4020,2.3
2019-05-24,2005,1004,5000,3002,4005,35.85000000000001
2019-05-24,2005,1011,5000,3002,4013,5.4
2019-05-24,2005,1015,5000,3002,4008,4.15
2019-05-24,2005,1019,5000,3002,4014,3.37
2019-05-24,2005,1020,5000,3002,4006,1.9
2019-05-24,2005,1021,5000,3002,4006,2.78
2019-05-24,2005,1026,5001,3002,4010,184.8
2019-05-24,2005,1027,5001,3002,4014,4.629999999999996
2019-05-24,2005,1031,5001,3002,4010,61.09999999999998
2019-05-24,2005,1034,5001,3002,4009,28.61000000000001
2019-05-24,2005,1035,5001,3002,4008,1.2300000000000002
2019-05-24,2005,1037,5001,3002,4002,190.83000000000007
2019-05-24,2005,1038,5001,3002,4006,68.65
2019-05-24,2005,1039,5001,3002,4005,19.930000000000003
2019-05-24,2005,1040,5001,3002,4014,6.879999999999988
2019-05-24,2005,1042,5001,3002,4006,77.61
2019-05-24,2005,1044,5001,3002,4008,34.4
2019-05-24,2005,1045,5001,3002,4008,0.23000000000000004
2019-05-24,2005,1046,5001,3002,4009,18.99
2019-05-24,2005,1048,5001,3002,4014,2.48
2019-05-24,2005,1049,5001,3002,4014,0.9600000000000002
2019-05-24,2005,1050,5001,3002,4010,51.35
2019-05-24,2005,1051,5001,3002,4013,64.95999999999997
2019-05-24,2005,1052,5001,3002,4013,3.96
2019-05-24,2005,1053,5001,3002,4006,40.86999999999999
2019-05-24,2005,1054,5001,3002,4010,441.79000000000013
2019-05-24,2005,1060,5007,3002,4006,1.09
2019-05-24,2005,1061,5007,3002,4005,21.1
2019-05-24,2005,1063,5007,3002,4008,1.67
2019-05-24,2005,1065,5007,3002,4010,35.059999999999995
2019-05-24,2005,1066,5007,3002,4013,3.73
2019-05-24,2005,1077,5010,3002,4002,14.51
2019-05-24,2005,1091,5010,3002,4010,20.06
2019-05-24,2005,1104,5001,3001,4018,1.7000000000000002
2019-05-24,2005,1114,5001,3004,4020,0.53
2019-05-24,2005,1121,5001,3004,4020,0.4
2019-05-24,2005,1125,5001,3003,4022,6.79
2019-05-24,2005,1131,5001,3003,4022,10.91
2019-05-24,2005,1199,5001,3000,4016,0.83
2019-05-24,2005,1200,5001,3000,4016,6.97
2019-05-24,2005,1201,5001,3000,4016,0.15
2019-05-24,2005,1202,5001,3000,4016,4.7
2019-05-24,2005,1203,5001,3000,4016,1.61
2019-05-24,2005,1207,5001,3000,4016,0.48
2019-05-24,2005,1208,5001,3000,4016,5.73
2019-05-24,2005,1210,5001,3000,4016,5.56
2019-05-24,2005,1211,5001,3000,4016,0.9
2019-05-24,2005,1219,5001,3000,4016,0.4500000000000001
2019-05-24,2005,1220,5001,3000,4016,2.1
2019-05-24,2005,1222,5001,3000,4016,3.0899999999999994
2019-05-24,2005,1224,5001,3000,4015,3.49
2019-05-24,2005,1225,5001,3000,4015,0.32
2019-05-24,2005,1265,5001,3000,4015,0.19
2019-05-24,2005,1268,5001,3000,4015,1.47
2019-05-24,2006,1000,5000,3002,4014,1.25
2019-05-24,2006,1001,5000,3002,4006,24.24999999999999
2019-05-24,2006,1003,5000,3002,4005,65.16000000000001
2019-05-24,2006,1010,5000,3002,4013,14.529999999999998
2019-05-24,2006,1012,5000,3002,4008,7.070000000000001
2019-05-24,2006,1019,5000,3002,4014,2.95
2019-05-24,2006,1020,5000,3002,4006,13.64
2019-05-24,2006,1021,5000,3002,4006,2.99
2019-05-24,2006,1022,5000,3002,4008,8.16
2019-05-24,2006,1023,5000,3002,4013,6.61
2019-05-24,2006,1026,5001,3002,4010,35.68
2019-05-24,2006,1027,5001,3002,4014,7.1999999999999975
2019-05-24,2006,1029,5001,3002,4006,48.95000000000002
2019-05-24,2006,1030,5001,3002,4006,5.99
2019-05-24,2006,1031,5001,3002,4010,157.26000000000005
2019-05-24,2006,1032,5001,3002,4010,11.260000000000002
2019-05-24,2006,1037,5001,3002,4002,52.80999999999999
2019-05-24,2006,1038,5001,3002,4006,59.40000000000001
2019-05-24,2006,1039,5001,3002,4005,24.379999999999995
2019-05-24,2006,1040,5001,3002,4014,6.949999999999995
2019-05-24,2006,1042,5001,3002,4006,70.92000000000004
2019-05-24,2006,1044,5001,3002,4008,10.67
2019-05-24,2006,1045,5001,3002,4008,9.82
2019-05-24,2006,1046,5001,3002,4009,8.309999999999999
2019-05-24,2006,1048,5001,3002,4014,3.0799999999999987
2019-05-24,2006,1050,5001,3002,4010,67.29999999999998
2019-05-24,2006,1051,5001,3002,4013,23.67
2019-05-24,2006,1052,5001,3002,4013,17.039999999999996
2019-05-24,2006,1053,5001,3002,4006,31.98000000000001
2019-05-24,2006,1054,5001,3002,4010,635.59
2019-05-24,2006,1057,5003,3002,4009,56.98
2019-05-24,2006,1061,5007,3002,4005,3.25
2019-05-24,2006,1065,5007,3002,4010,8.69
2019-05-24,2006,1077,5010,3002,4002,6.219999999999999
2019-05-24,2006,1090,5010,3002,4006,8.510000000000002
2019-05-24,2006,1091,5010,3002,4010,70.89
2019-05-24,2006,1104,5001,3001,4018,10.98
2019-05-24,2006,1114,5001,3004,4020,0.1
2019-05-24,2006,1120,5001,3004,4020,0.06
2019-05-24,2007,1000,5000,3002,4014,0.15000000000000002
2019-05-24,2007,1001,5000,3002,4006,8.08
2019-05-24,2007,1003,5000,3002,4005,89.44000000000003
2019-05-24,2007,1006,5000,3002,4009,14.19
2019-05-24,2007,1010,5000,3002,4013,3.42
2019-05-24,2007,1012,5000,3002,4008,1.02
2019-05-24,2007,1019,5000,3002,4014,0.26
2019-05-24,2007,1021,5000,3002,4006,2.24
2019-05-24,2007,1027,5001,3002,4014,1.2900000000000005
2019-05-24,2007,1029,5001,3002,4006,11.889999999999995
2019-05-24,2007,1031,5001,3002,4010,424.97
2019-05-24,2007,1034,5001,3002,4009,65.43
2019-05-24,2007,1035,5001,3002,4008,3.14
2019-05-24,2007,1037,5001,3002,4002,113.67999999999998
2019-05-24,2007,1038,5001,3002,4006,89.20000000000003
2019-05-24,2007,1040,5001,3002,4014,5.059999999999998
2019-05-24,2007,1042,5001,3002,4006,18.07
2019-05-24,2007,1044,5001,3002,4008,26.81000000000001
2019-05-24,2007,1051,5001,3002,4013,67.36
2019-05-24,2007,1052,5001,3002,4013,9.629999999999997
2019-05-24,2007,1054,5001,3002,4010,441.3899999999997
2019-05-24,2007,1060,5007,3002,4006,0.04
2019-05-24,2007,1061,5007,3002,4005,29.65
2019-05-24,2007,1063,5007,3002,4008,0.07
2019-05-24,2007,1066,5007,3002,4013,0.54
2019-05-24,2007,1067,5008,3002,4013,1.6000000000000003
2019-05-24,2007,1091,5010,3002,4010,39.46000000000001
2019-05-24,2008,1000,5000,3002,4014,0.15
2019-05-24,2008,1001,5000,3002,4006,1.14
2019-05-24,2008,1003,5000,3002,4005,11.29
2019-05-24,2008,1010,5000,3002,4013,1.34
2019-05-24,2008,1012,5000,3002,4008,0.9
2019-05-24,2008,1027,5001,3002,4014,0.4500000000000001
2019-05-24,2008,1031,5001,3002,4010,236.01000000000008
2019-05-24,2008,1034,5001,3002,4009,15.859999999999998
2019-05-24,2008,1037,5001,3002,4002,41.28
2019-05-24,2008,1038,5001,3002,4006,51.10999999999997
2019-05-24,2008,1040,5001,3002,4014,6.019999999999996
2019-05-24,2008,1042,5001,3002,4006,7.23
2019-05-24,2008,1045,5001,3002,4008,11.449999999999998
2019-05-24,2008,1052,5001,3002,4013,17.48999999999999
2019-05-24,2008,1054,5001,3002,4010,151.98000000000005
2019-05-24,2008,1060,5007,3002,4006,9.840000000000003
2019-05-24,2008,1061,5007,3002,4005,159.50000000000003
2019-05-24,2008,1062,5007,3002,4014,1.0400000000000005
2019-05-24,2008,1063,5007,3002,4008,4.429999999999999
2019-05-24,2008,1066,5007,3002,4013,5.250000000000002
2019-05-24,2008,1083,5010,3002,4008,7.659999999999997
2019-05-24,2008,1089,5010,3002,4013,11.460000000000004
2019-05-24,2008,1091,5010,3002,4010,138.59999999999997
2019-05-24,2009,1000,5000,3002,4014,0.15
2019-05-24,2009,1001,5000,3002,4006,5.409999999999998
2019-05-24,2009,1003,5000,3002,4005,21.28
2019-05-24,2009,1006,5000,3002,4009,0.65
2019-05-24,2009,1010,5000,3002,4013,3.3
2019-05-24,2009,1012,5000,3002,4008,2.3400000000000003
2019-05-24,2009,1020,5000,3002,4006,0.88
2019-05-24,2009,1027,5001,3002,4014,0.7400000000000002
2019-05-24,2009,1029,5001,3002,4006,13.459999999999996
2019-05-24,2009,1031,5001,3002,4010,298.5300000000001
2019-05-24,2009,1034,5001,3002,4009,77.76999999999998
2019-05-24,2009,1035,5001,3002,4008,3.36
2019-05-24,2009,1037,5001,3002,4002,110.46
2019-05-24,2009,1038,5001,3002,4006,71.00000000000003
2019-05-24,2009,1040,5001,3002,4014,4.019999999999999
2019-05-24,2009,1042,5001,3002,4006,4.55
2019-05-24,2009,1044,5001,3002,4008,10.919999999999995
2019-05-24,2009,1045,5001,3002,4008,14.280000000000005
2019-05-24,2009,1048,5001,3002,4014,0.02
2019-05-24,2009,1049,5001,3002,4014,0.3300000000000001
2019-05-24,2009,1051,5001,3002,4013,30.60000000000001
2019-05-24,2009,1052,5001,3002,4013,36.65000000000001
2019-05-24,2009,1053,5001,3002,4006,9.51
2019-05-24,2009,1054,5001,3002,4010,469.39999999999975
2019-05-24,2009,1061,5007,3002,4005,1.83
2019-05-24,2009,1091,5010,3002,4010,44.41
2019-05-24,2009,1125,5001,3003,4022,51.74
2019-05-24,2009,1129,5001,3003,4022,18.29
2019-05-24,2009,1131,5001,3003,4022,76.01
2019-05-24,2009,1138,5010,3003,4022,8.350000000000001
2019-05-24,2009,1139,5010,3003,4022,8.469999999999999
2019-05-24,2009,1142,5010,3003,4022,20.26
2019-05-24,2009,1148,5010,3003,4011,4.359999999999999
2019-05-24,2009,1149,5010,3003,4000,2.35
2019-05-24,2009,1152,5010,3003,4000,9.54
2019-05-24,2009,1157,5001,3003,4012,0.24
2019-05-24,2009,1162,5001,3003,4001,60.21
2019-05-24,2009,1184,5010,3003,4012,25.77
2019-05-24,2009,1186,5010,3003,4001,76.37
2019-05-24,2009,1190,5010,3003,4001,58.52
2019-05-24,2009,1294,5010,3003,4001,9.22
2019-05-24,2010,1000,5000,3002,4014,0.7400000000000001
2019-05-24,2010,1001,5000,3002,4006,16.37
2019-05-24,2010,1003,5000,3002,4005,118.10000000000002
2019-05-24,2010,1007,5000,3002,4009,17.02
2019-05-24,2010,1010,5000,3002,4013,4.949999999999998
2019-05-24,2010,1014,5000,3002,4008,2.4600000000000004
2019-05-24,2010,1027,5001,3002,4014,1.0000000000000004
2019-05-24,2010,1031,5001,3002,4010,246.47
2019-05-24,2010,1033,5001,3002,4002,21.77
2019-05-24,2010,1034,5001,3002,4009,47.43000000000002
2019-05-24,2010,1035,5001,3002,4008,5.8100000000000005
2019-05-24,2010,1037,5001,3002,4002,95.56999999999996
2019-05-24,2010,1038,5001,3002,4006,107.74000000000015
2019-05-24,2010,1040,5001,3002,4014,6.279999999999997
2019-05-24,2010,1042,5001,3002,4006,36.58000000000003
2019-05-24,2010,1044,5001,3002,4008,30.180000000000003
2019-05-24,2010,1045,5001,3002,4008,6.3299999999999965
2019-05-24,2010,1051,5001,3002,4013,75.19999999999995
2019-05-24,2010,1052,5001,3002,4013,32.36
2019-05-24,2010,1054,5001,3002,4010,805.9800000000001
2019-05-24,2010,1060,5007,3002,4006,3.62
2019-05-24,2010,1061,5007,3002,4005,46.03
2019-05-24,2010,1062,5007,3002,4014,0.2
2019-05-24,2010,1063,5007,3002,4008,0.42
2019-05-24,2010,1064,5007,3002,4009,0.5
2019-05-24,2010,1066,5007,3002,4013,1.08
2019-05-24,2010,1067,5008,3002,4013,0.51
2019-05-24,2010,1074,5010,3002,4010,54.58
2019-05-24,2010,1077,5010,3002,4002,29.83000000000001
2019-05-24,2010,1083,5010,3002,4008,1.12
2019-05-24,2010,1089,5010,3002,4013,4.080000000000001
2019-05-24,2010,1091,5010,3002,4010,190.74000000000004
2019-05-24,2010,1143,5010,3003,4011,39.94
2019-05-24,2010,1144,5010,3003,4000,44.93000000000001
